1150,12
1160,12
1164,12
1186,19
1209,28
1225,24
1255,16
1267,21
1281,48
1306,9
1314,5
1320,2
1336,4
1359,41
1392,4
1411,24
1431,18
1494,29
1492,28
1507,48
1516,3
1515,48
1551,55
1594,9
1605,2
1616,15
1639,3
1714,41
1711,21
1686,11
1732,29
1737,11
1760,11
1774,2
1806,20
1817,11
69,53
125,3
129,20
160,31
161,24
182,56
189,50
223,28
251,24
277,24
279,5
325,14
335,24
344,5
354,41
381,50
405,20
446,4
484,48
493,59
529,52
544,7
597,4
615,46
626,5
641,5
697,12
702,12
758,7
772,4
803,12
817,7
828,9
843,5
852,48
879,5
932,63
939,14
943,2
950,19
979,19
989,19
1019,19
1034,17
1039,11
1045,9
1064,35
1092,44
1100,19
1116,2
1138,44
1153,18
1163,30
1174,12
1203,30
1206,9
1226,4
1236,4
1249,24
1278,28
1280,1
1295,14
1296,11
1298,20
1314,11
1336,9
1331,11
1344,11
1360,1
1391,7
1415,18
1429,4
1443,5
1457,3
1493,20
1519,30
1529,41
1538,63
1548,30
1583,24
1586,11
1603,11
1656,48
1679,31
1720,18
1738,12
1757,20
1774,29
1777,20
100,28
122,19
146,29
159,35
224,1
235,2
277,3
278,18
294,20
312,3
322,12
353,11
358,16
404,7
413,19
428,12
446,48
486,11
511,18
537,2
551,49
578,49
596,11
657,41
669,48
681,12
698,62
737,9
782,29
786,5
808,28
821,31
844,20
860,11
865,20
875,2
891,53
896,28
893,9
902,7
971,14
995,11
1003,30
1001,30
1027,5
1056,59
1083,28
1115,18
1142,5
1169,19
1198,12
1215,2
1228,15
1235,4
1260,20
1286,5
1327,3
1355,20
1360,4
1389,3
1402,16
1415,30
1449,12
1454,1
1460,15
1490,12
1518,9
1527,11
1558,12
1566,1
1588,12
1598,3
1596,53
1606,12
1617,49
1642,49
1657,11
1689,12
1713,2
1742,19
1762,4
1781,7
1776,28
1785,20
1802,60
1808,21
102,12
120,20
118,20
156,3
158,11
179,11
188,48
205,20
240,21
253,5
234,16
282,11
290,3
302,11
315,19
329,4
351,5
361,3
417,5
437,5
456,20
476,35
492,5
510,9
523,47
550,19
541,31
578,11
582,53
587,12
601,12
623,60
642,41
655,4
661,12
695,20
712,44
728,19
735,16
741,5
753,9
778,30
794,41
804,11
820,3
866,20
873,46
889,3
901,56
913,20
944,9
952,2
957,5
968,16
974,9
986,2
996,49
1019,18
1048,20
1058,9
1099,44
1122,9
1131,4
1145,4
1165,56
1185,18
1213,29
1232,24
1260,7
1283,18
1294,5
1308,2
1326,30
1335,18
1354,12
1399,24
1407,18
1419,12
1440,12
1445,29
1465,35
1500,11
1517,31
1548,20
1575,4
1596,35
1608,28
1619,20
1628,5
1638,9
1660,28
1661,41
1675,21
1687,30
1696,53
1713,35
1736,5
1745,4
1767,20
1783,3
1816,2
1822,4
113,9
106,3
135,12
149,9
148,19
163,59
204,41
248,55
263,20
260,29
324,7
329,5
345,28
375,56
388,11
406,24
401,29
419,4
428,14
506,5
522,12
527,2
543,1
568,20
577,2
600,19
607,11
603,11
647,1
672,60
677,4
727,49
744,3
752,20
791,11
806,18
814,24
831,24
864,4
900,58
908,11
922,28
929,4
952,52
983,11
990,56
999,9
1012,50
1033,3
1055,3
1070,17
1093,2
1102,5
1114,19
1163,12
1174,50
1176,3
1193,4
1228,21
1247,5
1277,9
1286,3
1296,60
1310,4
1324,29
1343,2
1378,16
1382,20
1402,1
1408,9
1422,28
1433,21
1478,9
1507,52
1515,44
1554,12
1568,29
1574,11
1592,1
1607,4
1611,24
1618,18
1646,2
1706,12
1718,3
1733,48
1754,11
1757,3
1798,12
104,35
114,50
114,56
168,5
174,11
175,19
181,28
210,28
241,2
253,7
275,55
291,9
320,18
337,7
343,2
381,7
409,5
442,58
460,12
480,11
505,16
507,5
518,11
553,20
573,20
588,9
579,11
658,12
672,19
675,29
708,4
718,7
729,12
741,17
745,7
780,3
802,2
815,20
845,49
858,4
854,5
896,11
932,50
943,3
958,17
991,31
1031,30
1064,1
1098,29
1124,12
1127,5
1151,12
1193,11
1253,5
1281,62
1272,20
1311,12
1325,11
1338,5
1355,19
1360,3
1371,5
1376,31
1396,20
1416,12
1436,4
1458,2
1473,30
1471,4
1489,9
1505,5
1511,24
1547,9
1559,11
1560,7
1569,15
1580,3
1593,45
1624,3
1630,17
1646,20
1650,44
1656,12
1677,12
1695,12
1705,35
1686,2
1719,28
1754,5
1749,11
1760,5
1775,15
1781,63
1780,9
1812,29
110,24
107,21
135,14
151,52
202,9
212,2
223,4
248,1
267,5
278,12
293,59
323,5
329,12
393,20
408,3
413,2
440,12
438,21
456,28
453,3
483,4
500,5
525,20
534,14
550,11
541,17
559,24
585,9
607,55
621,5
624,11
633,1
656,9
662,19
695,30
703,4
715,53
725,7
726,11
745,66
760,14
778,3
794,11
835,3
842,9
850,20
892,28
905,2
904,15
920,48
947,20
954,2
965,59
980,4
987,21
997,19
1015,24
1041,20
1065,11
1094,3
1137,11
1135,20
1139,2
1155,3
1189,9
1206,35
1259,35
1322,21
1329,2
1327,66
1348,1
1366,5
1367,44
1385,9
1394,35
1393,12
1413,19
1448,3
1474,9
1476,18
1501,29
1498,20
1553,11
1573,19
1581,9
1602,4
1610,3
1617,20
1639,4
1652,2
1686,15
1711,9
1737,3
1787,7
1778,3
1809,19
97,15
118,29
132,2
154,12
175,7
199,53
190,19
183,61
189,17
318,9
326,20
358,30
367,4
400,20
435,35
449,18
453,52
490,28
495,63
496,29
508,12
523,29
527,12
526,3
586,4
582,21
594,20
619,30
640,48
652,47
674,3
732,3
739,2
748,5
759,19
757,15
768,3
799,5
826,30
834,12
868,29
887,60
914,7
931,9
954,28
965,15
975,4
1014,1
1026,18
1091,15
1098,20
1118,11
1157,18
1187,29
1208,4
1236,53
1285,4
1286,30
1326,11
1344,3
1343,28
1386,48
1407,24
1418,28
1430,29
1445,28
1462,11
1491,28
1497,5
1526,11
1542,47
1560,28
1576,1
1621,5
1628,4
1651,19
1661,19
1682,5
1689,4
1727,29
1738,3
1748,3
1753,35
1790,1
1805,55
1799,11
1809,5
102,5
120,5
129,28
149,3
177,3
169,2
182,18
211,56
219,4
266,5
275,20
300,30
324,2
356,44
363,11
404,2
413,56
432,24
450,3
455,44
474,35
507,31
514,5
540,31
569,52
593,4
625,24
628,11
642,12
651,24
671,11
679,20
689,28
695,53
703,24
785,20
810,11
809,11
833,4
868,11
884,2
887,24
883,5
901,5
916,2
926,3
930,17
937,29
953,20
965,12
993,19
994,16
1006,12
1012,11
1021,18
1024,48
1051,55
1072,11
1086,5
1112,9
1130,14
1216,4
1315,21
1330,19
1340,11
1342,18
1368,5
1375,30
1386,20
1418,5
1451,29
1475,31
1487,48
1490,16
1502,35
1516,11
1515,5
1530,21
1533,5
1551,15
1553,21
1568,16
1584,12
1616,1
1639,2
1664,3
1688,16
1719,55
1750,30
1757,31
1784,48
1793,60
1798,24
1809,60
111,18
125,4
121,28
138,53
161,20
164,2
182,19
202,20
246,11
268,4
276,29
284,9
287,9
324,19
331,47
423,3
437,15
448,4
462,9
485,18
519,20
539,16
543,44
618,52
621,11
628,20
642,9
646,3
674,2
682,3
735,2
744,9
762,15
774,5
822,5
842,21
851,19
879,11
905,9
917,11
934,12
948,7
973,11
1002,28
1044,12
1072,4
1108,14
1121,3
1172,63
1200,4
1215,12
1239,44
1249,11
1268,5
1277,11
1272,4
1291,5
1298,1
1305,9
1352,1
1351,18
1366,20
1377,19
1404,63
1415,11
1429,28
1457,12
1468,2
1492,4
1520,7
1534,31
1549,29
1579,28
1606,30
1617,18
1636,44
1664,4
1692,11
1718,5
1745,28
1762,12
1783,24
1815,2
1826,1
113,20
119,24
152,11
207,20
217,18
233,53
275,48
295,3
320,5
362,31
390,12
398,9
445,9
468,24
453,20
512,7
552,20
555,56
582,35
591,18
589,3
603,46
635,18
657,4
699,48
721,12
730,28
819,20
839,2
915,49
911,41
924,5
933,5
1014,9
1016,28
1038,11
1071,30
1069,1
1091,12
1104,7
1111,5
1132,46
1133,2
1145,58
1178,2
1188,20
1189,12
1208,3
1252,11
1288,4
1333,48
1350,12
1361,35
1380,5
1390,20
1434,11
1442,2
1455,14
1485,12
1500,31
1516,4
1530,12
1551,3
1616,5
1626,20
1652,9
1669,7
1691,11
1785,15
1800,1
1811,20
1829,15
115,29
124,4
137,11
146,2
165,12
151,9
179,28
222,20
238,4
274,2
284,20
338,48
372,3
369,3
366,20
391,12
421,29
440,30
447,3
452,24
455,12
463,20
476,48
486,4
496,5
519,12
538,9
567,12
597,12
613,4
615,12
626,18
641,12
653,14
678,5
688,11
719,2
752,1
780,29
813,29
820,12
830,14
849,28
886,18
898,63
927,3
953,11
994,1
1012,19
1037,53
1024,3
1048,9
1054,4
1082,3
1098,14
1115,20
1132,15
1131,9
1157,5
1207,5
1243,4
1258,12
1265,44
1302,2
1307,24
1333,9
1346,12
1361,24
1380,2
1423,7
1425,4
1475,4
1496,2
1510,21
1524,16
1526,2
1546,4
1561,3
1597,4
1627,29
1745,5
1757,48
1773,24
1772,11
1815,35
1828,53
109,48
115,14
119,2
132,20
152,4
164,48
169,12
190,2
188,1
215,41
218,9
252,11
276,2
280,19
291,11
310,35
312,2
327,20
369,11
380,30
385,18
392,2
410,11
445,4
451,5
455,11
481,12
500,9
525,29
571,29
579,12
593,48
603,3
616,2
635,20
650,19
644,29
692,35
710,4
730,53
800,11
815,11
822,20
866,18
890,2
899,5
906,1
916,52
928,4
951,3
958,35
970,2
975,1
998,35
1013,12
1022,19
1040,14
1071,48
1085,7
1093,4
1096,45
1122,1
1137,19
1141,28
1188,4
1195,19
1205,17
1236,3
1245,12
1258,4
1309,12
1326,28
1330,2
1332,50
1348,3
1366,29
1367,3
1388,24
1389,18
1421,12
1433,11
1441,56
1444,9
1480,15
1507,19
1517,20
1546,11
1576,9
1597,20
1664,19
1681,20
1697,30
1732,4
1790,9
1778,11
1802,18
1808,3
1813,19
104,4
185,20
196,58
213,48
214,12
232,31
228,15
269,11
283,11
291,5
315,3
349,28
358,9
387,20
392,4
415,24
423,5
464,16
486,35
501,11
504,11
520,9
526,15
563,47
559,45
588,44
584,4
604,12
629,16
655,19
662,2
705,19
714,24
758,11
757,3
762,2
784,1
798,24
878,1
886,24
934,2
952,7
973,20
991,5
1014,19
1027,30
1047,11
1058,30
1063,29
1078,9
1116,28
1141,14
1139,52
1164,52
1175,24
1202,5
1216,11
1335,11
1343,48
1368,41
1375,18
1409,4
1424,30
1432,7
1460,3
1479,4
1500,4
1556,31
1587,9
1613,4
1632,20
1689,1
1692,12
1716,14
1717,44
1721,9
1769,7
1776,29
1790,2
1776,11
1808,24
111,5
127,2
139,19
168,12
171,16
196,48
194,56
222,19
230,11
254,9
247,2
287,1
304,48
313,15
333,20
367,9
403,20
416,19
427,24
438,3
455,3
484,12
515,2
528,11
526,4
570,4
598,41
600,5
607,1
605,12
629,9
644,5
667,52
685,9
715,5
724,12
737,18
738,31
763,11
782,30
789,24
803,24
800,30
833,5
832,44
847,20
863,24
871,11
874,4
887,12
919,24
957,21
1050,4
1064,12
1070,15
1081,4
1093,9
1101,21
1108,48
1127,11
1142,29
1167,49
1171,12
1210,48
1223,31
1252,5
1261,66
1290,49
1302,11
1315,31
1337,4
1384,60
1402,20
1408,16
1433,5
1438,12
1453,7
1458,1
1470,3
1509,11
1517,68
1540,19
1558,3
1572,12
1588,30
1614,24
1626,28
1644,12
1671,29
1674,11
1745,20
1768,4
1763,20
1810,12
1811,12
97,5
133,48
134,7
160,50
162,3
186,7
209,12
239,48
256,11
310,12
295,24
330,1
370,15
382,11
411,4
401,5
419,11
448,11
453,44
472,48
474,60
532,15
541,60
575,30
580,9
587,30
596,9
616,52
661,19
682,21
696,28
723,66
732,4
741,44
745,18
755,15
769,12
800,44
822,1
851,2
891,29
917,5
931,20
947,4
957,29
989,5
1000,11
1011,20
1039,41
1066,20
1076,1
1092,3
1116,21
1126,4
1143,48
1148,35
1190,7
1220,14
1240,5
1287,16
1305,12
1319,9
1328,19
1340,19
1344,5
1356,52
1377,53
1399,12
1405,11
1433,53
1453,3
1471,56
1483,3
1519,28
1548,7
1566,18
1586,20
1614,48
1637,18
1703,12
1715,3
1753,12
1827,50
115,18
137,18
171,3
200,16
183,20
197,14
239,2
270,20
302,18
307,30
326,19
370,28
386,20
398,2
401,11
441,20
442,5
472,31
473,4
500,4
504,4
514,17
520,11
547,30
569,3
601,4
634,19
641,11
659,3
668,29
686,3
705,1
726,4
742,9
753,4
770,19
784,16
798,11
816,11
825,24
846,4
864,12
906,50
913,4
928,12
966,12
992,7
1003,3
1001,35
1020,30
1047,4
1053,18
1078,35
1115,11
1156,12
1204,11
1223,5
1238,4
1248,3
1252,19
1261,48
1301,12
1325,24
1338,4
1354,35
1381,29
1389,5
1441,7
1466,11
1480,7
1497,53
1508,20
1524,41
1539,66
1546,20
1571,12
1621,18
1699,5
1719,4
1759,11
1769,24
1779,2
1785,46
1807,3
116,30
127,19
117,1
133,2
163,4
164,28
175,9
197,35
249,29
245,5
256,12
272,2
306,30
342,4
341,60
347,14
380,21
399,9
432,21
426,9
466,28
478,5
491,14
503,1
516,28
536,5
547,5
551,12
588,11
587,14
602,4
618,1
653,5
669,9
708,2
745,20
756,12
764,2
792,20
805,9
817,12
816,5
829,9
843,12
841,29
860,1
876,5
889,5
938,14
949,59
958,15
977,11
1003,12
1001,12
1008,11
1058,12
1063,18
1090,3
1099,3
1150,16
1179,7
1173,11
1196,16
1214,4
1238,2
1259,52
1262,24
1277,4
1285,11
1379,2
1382,3
1415,19
1457,35
1467,20
1482,7
1495,11
1519,31
1535,4
1550,66
1575,12
1583,11
1594,3
1614,59
1630,1
1677,4
1680,9
1698,20
1750,5
1770,46
1788,3
1804,4
1829,52
109,9
163,48
212,4
231,18
233,5
259,41
247,28
307,20
315,11
321,63
345,18
353,44
367,11
400,55
438,12
469,2
485,5
505,20
518,3
530,44
549,44
553,29
562,12
573,31
569,1
579,50
604,4
603,4
640,4
657,12
663,20
693,53
700,1
715,48
726,3
734,16
818,15
844,30
860,24
865,11
876,9
895,60
909,12
926,11
938,11
959,48
971,11
1001,11
1035,18
1057,11
1081,5
1112,4
1153,2
1185,11
1199,4
1209,4
1255,1
1278,12
1318,2
1338,11
1382,1
1426,28
1429,9
1457,14
1471,35
1483,55
1524,30
1526,3
1549,3
1556,5
1586,12
1603,12
1615,3
1612,24
1623,24
1630,18
1658,35
1665,2
1712,24
1722,12
1753,30
1794,30
1814,11
1827,12
1831,20
104,41
121,12
137,4
152,16
170,20
196,11
212,48
217,3
248,12
264,18
281,5
305,12
308,7
311,11
335,12
347,52
375,4
407,2
416,9
427,16
438,30
454,29
465,11
459,12
478,14
474,11
488,14
500,11
536,3
547,4
584,5
583,4
613,5
622,5
630,12
634,20
659,28
668,7
695,50
728,2
752,2
762,3
780,11
791,9
817,20
816,52
829,2
850,50
884,7
912,24
935,30
967,35
963,46
992,12
999,1
1002,11
1105,48
1118,28
1128,7
1158,12
1161,3
1163,20
1227,19
1254,11
1253,11
1267,28
1312,24
1328,20
1327,5
1342,19
1353,4
1370,14
1389,20
1418,30
1439,11
1440,24
1459,12
1460,12
1522,19
1514,3
1540,7
1574,5
1611,28
1672,3
1685,11
1715,12
1731,5
1751,11
1756,29
1796,30
97,16
117,11
138,28
167,11
178,2
211,2
230,29
251,12
285,20
292,55
312,1
346,29
422,1
429,5
450,5
455,9
548,60
569,11
599,48
629,11
631,52
639,18
648,44
669,18
688,59
717,58
719,48
729,28
743,24
747,3
761,9
777,11
818,29
821,12
823,11
836,16
902,24
919,48
960,19
986,52
1009,1
1018,29
1031,4
1075,11
1082,24
1084,30
1095,20
1145,14
1178,16
1184,15
1195,2
1205,5
1236,12
1259,3
1265,5
1274,12
1311,4
1322,53
1326,5
1348,18
1360,11
1374,24
1406,3
1413,12
1430,11
1437,29
1445,50
1484,14
1507,1
1508,11
1517,5
1560,48
1591,3
1606,11
1623,11
1634,11
1635,5
1652,30
1655,19
1685,1
1686,9
1734,4
1717,29
1739,4
1740,4
1780,7
1800,63
1818,12
1829,7
111,11
106,31
122,55
159,20
185,7
229,12
228,3
259,11
247,30
272,19
288,7
293,11
298,20
317,11
334,18
357,4
380,3
393,29
396,20
411,28
429,20
443,12
484,20
518,5
546,18
556,20
541,11
575,48
588,5
595,5
608,41
612,1
630,11
707,16
705,11
712,29
738,11
759,49
770,4
765,12
801,12
859,20
864,21
898,12
895,12
899,48
936,5
954,4
1006,11
1017,20
1030,50
1024,4
1041,5
1083,4
1086,29
1100,12
1116,4
1147,16
1166,3
1180,28
1190,2
1208,28
1226,24
1233,11
1237,5
1328,28
1327,29
1348,19
1358,9
1374,20
1381,30
1387,9
1401,66
1414,20
1421,20
1441,48
1466,9
1472,53
1480,9
1498,30
1517,3
1530,20
1579,4
1611,18
1620,56
1629,11
1632,2
1647,11
1674,52
1704,2
1719,9
1736,44
1745,15
1789,4
107,35
119,12
142,5
180,30
171,11
223,3
260,5
275,2
305,31
325,28
356,14
365,12
420,2
433,52
435,5
460,14
471,49
487,35
509,30
530,11
549,63
568,9
591,48
632,20
669,16
678,4
688,4
706,5
714,12
726,12
736,28
776,2
780,12
791,12
807,5
842,12
915,18
925,28
931,19
952,20
1028,7
1048,35
1063,63
1090,46
1111,18
1133,3
1156,4
1185,5
1182,14
1209,48
1212,4
1227,7
1230,2
1246,5
1263,28
1278,5
1293,11
1282,21
1312,11
1324,2
1341,48
1360,2
1374,21
1454,19
1463,11
1477,18
1490,1
1516,9
1528,4
1535,2
1550,20
1583,20
1594,44
1631,4
1673,19
1688,48
1678,11
1701,19
1719,3
1765,18
1769,12
1793,1
1821,12
116,5
118,11
131,5
155,5
173,20
184,11
195,7
204,12
209,15
214,3
227,20
267,11
282,4
342,12
339,3
354,20
361,24
384,48
385,48
457,29
463,61
489,9
503,18
516,15
542,12
538,7
550,47
559,5
569,4
605,29
629,1
631,21
647,24
666,5
741,4
749,29
751,12
790,19
814,11
816,29
834,48
840,35
852,2
855,19
877,3
894,9
900,55
915,2
966,24
1004,9
1032,3
1042,18
1062,12
1072,16
1086,44
1102,2
1115,3
1144,9
1174,20
1203,60
1206,1
1222,5
1233,29
1237,4
1259,28
1277,12
1314,20
1317,5
1367,66
1424,9
1432,20
1435,29
1452,47
1469,1
1482,2
1487,11
1502,5
1522,7
1514,60
1563,20
1578,2
1619,4
1622,28
1659,30
1701,41
1745,24
1759,5
1779,20
1799,29
1820,4
1826,48
112,19
119,48
149,12
148,9
172,31
219,3
220,9
236,11
269,5
270,19
283,4
286,20
352,29
364,28
382,12
395,11
396,53
447,24
452,11
458,20
467,21
470,19
487,20
497,59
509,1
518,7
621,1
637,12
649,16
682,5
712,5
732,11
748,1
765,18
788,9
795,49
808,12
844,28
853,9
856,1
867,12
880,9
902,3
909,29
919,12
927,5
930,15
963,14
993,5
1025,4
1043,5
1077,53
1108,55
1110,11
1127,60
1183,12
1182,16
1228,45
1235,52
1254,4
1264,12
1281,30
1314,4
1319,20
1366,11
1394,24
1393,4
1427,48
1446,21
1455,11
1475,21
1486,11
1492,3
1498,28
1528,20
1536,18
1551,20
1573,18
1602,18
1596,20
1606,18
1637,9
1644,11
1666,3
1681,2
1694,3
1708,3
1724,20
1752,18
1765,5
1782,56
1795,18
1805,21
1831,12
123,11
131,3
119,56
139,20
145,12
159,53
181,1
197,3
248,24
271,48
287,2
296,53
319,7
357,29
361,28
397,59
412,28
408,21
430,9
454,1
459,4
477,9
491,3
497,12
514,21
542,30
547,3
553,18
563,11
573,41
597,29
615,24
626,31
641,29
648,12
725,9
727,20
733,20
742,24
753,1
777,4
785,35
796,21
799,16
825,20
834,11
848,2
868,4
879,20
892,53
905,19
917,4
958,50
991,21
1014,30
1016,4
1026,15
1038,29
1059,4
1067,11
1085,9
1084,4
1102,4
1126,7
1142,3
1172,53
1173,30
1181,16
1182,24
1230,29
1255,4
1249,12
1316,12
1346,9
1342,12
1355,24
1360,18
1373,21
1381,5
1399,31
1444,20
1481,18
1491,3
1499,11
1498,9
1528,12
1554,4
1568,4
1572,9
1599,20
1605,18
1633,20
1654,12
1665,16
1700,3
1711,5
1733,28
1739,28
1762,3
1770,9
1788,9
1804,12
104,20
106,5
176,5
203,19
214,9
266,14
299,12
342,9
341,28
352,7
361,20
379,2
384,11
402,11
405,44
408,28
419,14
426,12
465,5
477,15
506,11
517,20
550,9
548,19
565,12
578,62
574,15
618,24
651,48
689,4
702,2
725,19
746,35
747,20
771,4
773,2
782,5
805,55
828,3
829,48
880,12
910,56
921,12
931,2
969,7
983,28
980,3
1022,18
1032,12
1045,35
1071,55
1069,19
1088,3
1105,24
1111,20
1119,11
1138,66
1194,30
1213,5
1216,1
1239,14
1262,66
1285,16
1295,12
1307,12
1390,12
1400,45
1423,2
1442,12
1455,15
1469,5
1487,1
1502,28
1528,24
1533,19
1551,31
1553,9
1579,53
1596,21
1630,20
1642,11
1667,5
1677,2
1680,19
1685,20
1726,5
1813,1
106,44
114,11
132,35
159,21
201,3
279,12
311,12
326,12
370,31
411,31
434,12
495,2
518,20
532,5
537,52
578,5
587,11
614,12
630,4
659,11
668,11
681,7
701,12
759,12
762,56
816,44
830,11
889,12
903,5
922,16
930,46
956,30
992,2
994,2
1006,5
1008,3
1025,28
1031,5
1041,11
1080,18
1100,3
1116,12
1122,2
1209,2
1205,15
1218,20
1258,30
1264,5
1281,2
1286,9
1300,5
1353,3
1360,16
1374,3
1395,2
1437,15
1459,20
1463,14
1476,19
1488,5
1504,35
1513,19
1552,1
1555,19
1556,11
1586,52
1603,5
1609,19
1621,11
1627,9
1651,11
1653,4
1666,4
1676,30
1688,4
1709,63
1704,20
1728,2
1735,2
1746,11
1769,3
1777,2
1780,11
1818,24
1824,16
107,11
130,2
147,12
190,52
208,5
203,5
210,11
226,20
251,46
286,4
308,18
311,28
325,3
346,18
371,11
382,29
385,11
399,53
401,19
430,20
437,20
459,3
522,11
520,1
532,44
564,66
577,19
591,31
589,11
621,20
637,53
660,11
689,24
717,28
722,2
776,12
787,5
802,9
800,20
832,5
856,11
874,5
885,7
897,28
902,11
914,9
930,50
950,21
976,19
1031,58
1043,11
1056,5
1077,11
1106,19
1140,28
1169,46
1191,31
1246,3
1270,5
1300,12
1305,11
1323,3
1334,9
1365,5
1400,21
1425,12
1465,48
1538,12
1561,9
1571,18
1572,15
1591,28
1600,12
1627,11
1659,3
1668,12
1727,63
1737,19
1740,24
1761,59
1811,3
1827,2
120,2
118,5
131,12
160,49
170,5
213,11
220,4
237,12
255,12
277,5
312,12
324,9
360,29
370,49
386,63
404,49
403,21
421,5
498,30
515,18
571,4
590,30
606,11
616,9
623,15
635,28
653,3
709,4
748,2
759,7
762,1
765,24
784,35
798,12
801,20
840,12
857,11
855,16
862,7
894,19
900,14
908,2
942,41
988,2
996,30
1009,20
1018,5
1109,4
1110,44
1141,11
1148,28
1166,7
1201,3
1231,9
1257,11
1275,1
1297,30
1304,48
1319,30
1332,19
1352,47
1359,3
1383,14
1417,5
1428,12
1448,12
1445,1
1454,44
1470,11
1484,50
1510,12
1570,53
1590,12
1597,17
1622,20
1668,4
1674,12
1686,12
1708,12
1747,31
1804,9
108,1
136,18
172,12
187,7
205,24
240,11
260,11
297,7
310,4
325,30
368,41
366,21
398,5
403,35
408,11
444,12
456,18
458,5
485,2
511,2
544,17
558,3
576,5
634,9
686,30
681,19
698,11
707,5
716,5
747,9
761,11
785,9
811,4
822,35
842,24
858,12
875,1
895,28
916,7
941,30
958,29
1020,18
1024,15
1048,11
1053,5
1074,11
1082,18
1095,4
1110,59
1126,9
1152,11
1170,4
1217,19
1282,48
1306,29
1321,48
1324,1
1331,29
1378,28
1386,2
1409,48
1432,19
1435,12
1464,9
1495,3
1525,21
1530,11
1533,11
1648,12
1683,24
1694,29
1704,53
1717,5
1750,3
1761,35
1774,11
1791,3
1803,11
1822,18
124,11
155,11
213,56
210,7
226,3
259,2
281,7
286,5
304,12
341,14
375,3
380,29
411,11
421,4
436,4
457,3
461,28
491,12
521,2
531,4
593,30
626,12
641,3
664,19
719,4
736,63
774,3
766,20
801,4
865,19
875,18
888,12
899,29
927,4
936,4
956,24
974,2
1011,9
1019,4
1028,48
1066,3
1076,12
1088,29
1137,12
1168,11
1210,12
1248,12
1260,19
1261,11
1276,47
1284,2
1301,35
1315,9
1375,3
1378,19
1410,7
1432,29
1504,5
1527,19
1535,20
1544,30
1594,5
1604,12
1612,11
1644,15
1662,35
1671,24
1675,9
1684,4
1690,14
1686,21
1735,19
1764,4
1788,5
106,29
136,5
150,19
235,3
252,1
271,24
261,2
336,30
341,3
357,20
376,41
393,2
408,31
422,11
426,30
441,49
451,44
464,11
505,24
531,19
529,2
551,7
595,3
614,11
612,18
636,3
637,20
670,9
683,50
685,11
707,4
739,56
754,11
757,12
786,3
807,9
842,15
853,20
875,48
904,35
935,14
934,1
955,12
980,53
1040,7
1053,12
1068,3
1094,20
1098,9
1113,35
1123,20
1156,30
1154,20
1165,35
1178,3
1188,9
1207,11
1214,20
1223,52
1238,20
1250,24
1260,9
1266,29
1264,2
1290,5
1315,35
1350,14
1356,1
1370,11
1386,56
1440,11
1445,48
1481,19
1508,28
1544,24
1565,7
1572,28
1595,29
1611,12
1620,12
1664,11
1686,47
1723,12
1721,28
1747,28
1766,30
1814,14
1831,7
107,20
128,21
150,1
198,19
204,24
220,12
240,28
245,20
265,18
261,7
278,19
291,19
318,4
332,29
342,11
347,11
366,9
