1,savory
2,spicy
3,buttery
4,mild
5,nutty
7,strong
9,salty
11,sweet
12,creamy
14,subtle
15,earthy
16,smokey
17,meaty
18,full-flavored
19,sharp
20,tangy
21,mushroomy
24,smooth
28,milky
29,fruity
30,acidic
31,grassy
35,citrusy
41,sour
44,caramel
45,yeasty
46,tart
47,burnt caramel
48,herbaceous
49,pronounced
50,pungent
52,piquant
53,lemony
55,bitter
56,garlicky
58,vegetal
59,floral
60,mellow
61,oceanic
62,crunchy
63,woody
64,rustic
65,umami
66,butterscotch
67,mineral
68,licorice
